55.634142;55.654276;37.341421
55.769024;55.780553;37.341421
55.630908;55.664863;37.360711
55.774008;55.791849;37.360711
55.822874;55.866351;37.360711
55.928262;55.955684;37.360711
55.628184;55.664161;37.380001
55.721385;55.797562;37.380001
55.721251;55.797713;37.380001
55.800960;55.810408;37.380001
55.830797;55.851202;37.380001
55.879684;55.951386;37.380001
55.629596;55.661426;37.399291
55.700441;55.870144;37.399291
55.876684;55.899507;37.399291
55.925692;55.949629;37.399291
55.636769;55.878240;37.418581
55.657130;55.876619;37.437871
55.639357;55.849749;37.457161
55.624442;55.885783;37.476451
55.528898;55.540027;37.495741
55.608006;55.892537;37.495741
55.526045;55.548923;37.515031
55.595043;55.900277;37.515031
55.518184;55.553147;37.534321
55.590330;55.907357;37.534321
55.911500;55.943994;37.534321
55.513137;55.557274;37.553611
55.570820;55.579029;37.553611
55.580609;55.954770;37.553611
55.517132;55.916187;37.572901
55.490504;55.512169;37.592191
55.559332;55.913936;37.592191
55.568431;55.907350;37.611481
55.573979;55.901078;37.630771
55.572494;55.896563;37.650061
55.571986;55.895342;37.669351
55.573707;55.894721;37.688641
55.583237;55.891174;37.707931
55.590307;55.883726;37.727221
55.599059;55.871844;37.746511
55.608786;55.861931;37.765801
55.619269;55.852026;37.785091
55.630635;55.842087;37.804381
55.642615;55.832127;37.823671
55.682206;55.763046;37.842961
55.699799;55.745276;37.862251
55.702378;55.719103;37.881541
55.743306;55.748939;37.881541
55.706636;55.724412;37.900831
55.707902;55.725221;37.920121
55.727212;55.730263;37.920121
55.717849;55.724989;37.939411
